smiles,value
*CCCCCCCN1C(=O)c2c(C1=O)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)*,110.0
*CCCCCCCNC(=O)C(C(C(=O)N*)OC)OC,87.0
*CCCCCCCNC(=O)CCCCC(=O)N*,49.5
*CCCCCCCNC(=O)CCCCCC(=O)N*,55.0
*CCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N*,46.0
*CCCCCCCNC(=O)N*,62.0
*CCCCCCCNC(=O)c1ccc(cc1)C(=O)N*,123.0
*CCCCCCCNC(=S)N*,52.0
*CCCCCCCOC(=O)NCCCCCCNC(=O)O*,55.0
*CCCCCCCOC(=O)Nc1ccc(c(c1)NC(=O)O*)C,61.0
*CCCCCCCOC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)O*,84.0
*CCCCCCCOC(=O)c1ccc(cc1)C(=O)O*,-1.0
*CCCCCCCOC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O*,41.0
*CCCCCCCOC(=O)c1ccc2c(c1)ccc(c2)C(=O)O*,44.0
*CCCCCCCOc1ccc(c2c1cccc2)c1ccc(c2c1cccc2)O*,129.5
*CCCCCCCOc1ccc(cc1)CCc1ccc(cc1C)O*,6.5
*CCCCCCCc1nc2c(o1)cc(cc2)c1ccc2c(c1)oc(n2)*,85.0
*CCCCCCCn1c2ccc(cc2c2c1cccc2)C=C(C(=O)OCCCCCCOC(=O)C(=Cc1ccc2c(c1)c1ccccc1n2*)C#N)C#N,107.8
*CCCCCCN(C(=O)C(C(C(C(=O)N(C(C)C)*)(F)F)(F)F)(F)F)C(C)C,142.5
*CCCCCCN(C(=O)C(C(C(C(=O)N(CC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)*)(F)F)(F)F)(F)F)CC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,187.5
*CCCCCCN(C(=O)C(C(C(C(=O)N(CC(C(F)(F)F)(F)F)*)(F)F)(F)F)(F)F)CC(C(F)(F)F)(F)F,119.4
*CCCCCCN(C(=O)C(C(C(C(C(=O)N(CC(C(F)(F)F)(F)F)*)(F)F)(F)F)(F)F)(F)F)CC(C(F)(F)F)(F)F,174.0
*CCCCCCN(C(=O)CCC(=O)N(C)*)C,7.5
*CCCCCCN(C(=O)CCCC(=O)N(C)*)C,3.0
*CCCCCCN(c1ccc(cc1)C(=O)c1ccc(cc1)N(C)*)C,75.5
*CCCCCCN1C(=O)C(=O)N(C1=O)c1ccc(c(c1)N1C(=O)C(=O)N(C1=O)*)C,181.5
*CCCCCCN1C(=O)C(C(C1=O)C)SCCOCCSC1C(C)C(=O)N(C1=O)CCCCCCN1C(=O)CC(C1=O)(C)SCCOCCSC1(C)CC(=O)N(C1=O)*,78.0
*CCCCCCN1C(=O)N(C(=O)C1=O)*,55.0
*CCCCCCN1C(=O)N(C(=O)C1=O)c1ccc(cc1)CCc1ccccc1N1C(=O)N(C(=O)C1=O)*,137.0
*CCCCCCN1C(=O)N(C(=O)C1=O)c1ccc(cc1)Cc1ccc(cc1)N1C(=O)N(C(=O)C1=O)*,158.0
*CCCCCCN1C(=O)N(C(=O)C1=O)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)N(C(=O)C1=O)*,172.0
*CCCCCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)Nc1ccc(cc1)S(=O)(=O)c1cccc(c1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,190.0
*CCCCCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(cc1)C(=O)c1ccc(cc1)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,112.3
*CCCCCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)*,127.0
*CCCCCCN1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)*,137.0
*CCCCCCN1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,164.0
*CCCCCCN1C(=O)c2c(C1=O)cc(cc2)c1ccc(cc1)c1ccc2c(c1)C(=O)N(C2=O)*,141.0
*CCCCCCN1C(=O)c2c(C1=O)ccc(c2)C(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,198.0
*CCCCCCN1C(=O)c2c(C1=O)ccc(c2)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,133.0
*CCCCCCNC(=O)C(=O)N*,250.0
*CCCCCCNC(=O)C(C(C(=O)N*)OC)OC,106.0
*CCCCCCNC(=O)C(C(C(C(=O)N*)(F)F)(F)F)(F)F,33.0
*CCCCCCNC(=O)C(CC(C(=O)N*)CC)CC,94.0
*CCCCCCNC(=O)C=C(C(=O)N*)C,94.0
*CCCCCCNC(=O)CC(=O)N*,50.0
*CCCCCCNC(=O)CC(c1ccc(cc1)C(CC(=O)N*)(C)C)(C)C,91.0
*CCCCCCNC(=O)CC(c1ccc(cc1)C(CC(=O)N*)C)C,88.0
*CCCCCCNC(=O)CCC(CC(=O)N*)C,17.0
*CCCCCCNC(=O)CCC(c1ccc(cc1)C(CCC(=O)N*)(C)C)(C)C,91.75
*CCCCCCNC(=O)CCC1(CCC(=O)N*)c2ccccc2-c2c1cccc2,122.0
*CCCCCCNC(=O)CCCC(=O)N*,38.0
*CCCCCCNC(=O)CCCC(=O)O*,-18.0
*CCCCCCNC(=O)CCCCC(=O)N*,59.0
*CCCCCCNC(=O)CCCCC(=O)NCC(=O)N*,53.4
*CCCCCCNC(=O)CCCCCC(=O)N*,54.0
*CCCCCCNC(=O)CCCCCCC(=O)N*,53.0
*CCCCCCNC(=O)CCCCCCCC(=O)N*,33.8
*CCCCCCNC(=O)CCCCCCCCC(=O)N*,44.2
*CCCCCCNC(=O)CCCCCCCCCCC(=O)N*,46.0
*CCCCCCNC(=O)CCCCCCCCCCCCCCC(=O)N*,40.0
*CCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,47.0
*CCCCCCNC(=O)CCP(=O)(CCC(=O)N*)C,57.5
*CCCCCCNC(=O)CCP(=O)(c1ccccc1)CCC(=O)N*,29.0
*CCCCCCNC(=O)CCP(=S)(c1ccccc1)CCC(=O)N*,43.0
*CCCCCCNC(=O)CCc1ccc(cc1)C(CC(=O)N*)C,77.0
*CCCCCCNC(=O)CCc1ccc(cc1)CC(=O)N*,87.0
*CCCCCCNC(=O)CCc1ccc(cc1)CCC(=O)N*,85.0
*CCCCCCNC(=O)Cc1ccc(cc1)C(=O)N*,104.0
*CCCCCCNC(=O)Cc1ccc(cc1)CC(=O)N*,95.0
*CCCCCCNC(=O)NCc1ccc(cc1)CNC(=O)N*,72.0
*CCCCCCNC(=O)c1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)N*,279.0
*CCCCCCNC(=O)c1cc(NC(=O)C(N2C(=O)c3c(C2=O)cccc3)C(CC)C)cc(c1)C(=O)N*,135.0
*CCCCCCNC(=O)c1cc(NC(=O)c2ccc(cc2)NC(=O)C(N2C(=O)c3c(C2=O)cccc3)CC(C)C)cc(c1)C(=O)N*,200.0
*CCCCCCNC(=O)c1cc(cc(c1)C(C)(C)C)C(=O)N*,163.0
*CCCCCCNC(=O)c1ccc(c(c1)Oc1ccc(cc1)Br)C(=O)N*,116.0
*CCCCCCNC(=O)c1ccc(c(c1)Oc1ccc(cc1)Cl)C(=O)N*,112.0
*CCCCCCNC(=O)c1ccc(c(c1)Oc1ccc(cc1)F)C(=O)N*,113.0
*CCCCCCNC(=O)c1ccc(c(c1)Oc1ccc(cc1)c1ccccc1)C(=O)N*,112.0
*CCCCCCNC(=O)c1ccc(c(c1)Oc1ccccc1)C(=O)N*,108.0
*CCCCCCNC(=O)c1ccc(c(c1)Sc1ccccc1)C(=O)N*,121.0
*CCCCCCNC(=O)c1ccc(cc1)C(=O)N*,140.0
*CCCCCCNC(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)N*)(CC)C,159.0
*CCCCCCNC(=O)c1ccc(cc1)C1(C)CC(c2c1cc(cc2)C(=O)N*)(C)C,155.0
*CCCCCCNC(=O)c1cccc(c1)C(=O)N*,120.0
*CCCCCCNC(=O)c1ccccc1c1ccccc1C(=O)N*,122.5
*CCCCCCO*,-61.7
*CCCCCCOC(=O)C(=O)O*,66.5
*CCCCCCOC(=O)C(C(=O)OCCCCCCOc1ccc(cc1)N1ON1c1ccc(cc1)O*)CCCCCCCCCCBr,16.0
*CCCCCCOC(=O)C(C(=O)OCCCCCCOc1ccc(cc1)N1ON1c1ccc(cc1)O*)CCCCCCCCCCP(=O)(O)O,16.0
*CCCCCCOC(=O)C(C(=O)OCCCCCCOc1ccc(cc1)N1ON1c1ccc(cc1)O*)CCCCCCCCCCP(=O)(OCC)OCC,9.0
*CCCCCCOC(=O)C(C(=O)OCCCCCCOc1ccc(cc1)N1ON1c1ccc(cc1)O*)CCCCCCP(=O)(O)O,21.0
*CCCCCCOC(=O)C(C(=O)OCCCCCCOc1ccc(cc1)N1ON1c1ccc(cc1)O*)CCCCCCP(=O)(OCC)OCC,9.0
*CCCCCCOC(=O)C(C(=O)OCCCCCCOc1ccc(cc1)N1ON1c1ccc(cc1)O*)CCCCCP(=O)(O)O,17.0
*CCCCCCOC(=O)C(C(=O)OCCCCCCOc1ccc(cc1)N1ON1c1ccc(cc1)O*)CCCCCP(=O)(OCC)OCC,7.0
*CCCCCCOC(=O)C(C(=O)OCCCCCCOc1ccc(cc1)N1ON1c1ccc(cc1)O*)CCCCP(=O)(O)O,19.0
*CCCCCCOC(=O)C(C(=O)OCCCCCCOc1ccc(cc1)N1ON1c1ccc(cc1)O*)CCCCP(=O)(OCC)OCC,4.0
*CCCCCCOC(=O)C(C(=O)OCCCCCCOc1ccc(cc1)c1ccc(cc1)O*)CCCCCOc1cc(nc(c1)c1ccccn1)c1ccccn1,49.9
*CCCCCCOC(=O)C(Cc1ccccc1)NC(=O)C=CC(=O)NC(C(=O)O*)Cc1ccccc1,92.0
*CCCCCCOC(=O)C(c1ccccc1)C(=O)OCCCCCCOc1ccc(cc1)N1ON1c1ccc(cc1)O*,23.0
*CCCCCCOC(=O)CC(=O)OCCCCCCOc1ccc(cc1)N1ON1c1ccc(cc1)O*,16.0
*CCCCCCOC(=O)CCC(=O)O*,-50.0
*CCCCCCOC(=O)CCCCC(=O)O*,-69.5
*CCCCCCOC(=O)CCCCCCC(=O)OCCCCCCN1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)*,46.0
*CCCCCCOC(=O)CCCCCCCCC(=O)O*,-50.0
*CCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCN1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)*,72.0
*CCCCCCOC(=O)CCCCCCCCCCCCCCCCCCC(=O)OCCCCCCN1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)*,19.0
*CCCCCCOC(=O)CCCCCCCCCCN1C(=O)c2c(C1=O)ccc(c2)c1ccc(cc1)c1ccc2c(c1)C(=O)N(C2=O)CCCCCCCCCCC(=O)OCCCCCCN1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)*,45.0
*CCCCCCOC(=O)CCCCCCCCCCN1C(=O)c2c(C1=O)ccc(c2)c1ccc2c(c1)C(=O)N(C2=O)CCCCCCCCCCC(=O)OCCCCCCN1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)*,39.0
*CCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,-7.0
*CCCCCCOC(=O)NC1CCC(CC1)CC1CCC(CC1)NC(=O)OCCCCCCOc1ccc(cc1)CCc1ccc(cc1)O*,40.3
*CCCCCCOC(=O)NCC(C(C(C(CNC(=O)O*)(F)F)(F)F)(F)F)(F)F,5.0
*CCCCCCOC(=O)NCCCCCCNC(=O)O*,168.0
*CCCCCCOC(=O)NCCCCNC(=O)O*,16.0
*CCCCCCOC(=O)NCc1ccc(cc1)CNC(=O)O*,56.0
*CCCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O*,45.0
*CCCCCCOC(=O)Nc1ccc(c(c1)C)NC(=O)OCCCCCCOc1ccc(cc1)c1ccc(cc1)O*,88.0
*CCCCCCOC(=O)Nc1ccc(c(c1)NC(=O)O*)C,32.0
*CCCCCCOC(=O)Nc1ccc(c(c1)NC(=O)OCCCCCCOc1ccc(cc1)c1ccc(cc1)O*)C,87.0
*CCCCCCOC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)O*,71.0
*CCCCCCOC(=O)Nc1cccc(c1)P(=O)(c1cccc(c1)NC(=O)O*)c1ccccc1,30.0
*CCCCCCOC(=O)O*,-43.0
*CCCCCCOC(=O)OCCCCCCCCCCCCOC(=O)OCCCCCCOc1ccc(cc1)C(=O)c1ccc(cc1)O*,-8.0
*CCCCCCOC(=O)OCCCCCCCCCCCCOC(=O)OCCCCCCOc1ccc(cc1)Oc1ccc(cc1)O*,-22.0
*CCCCCCOC(=O)OCCCCCCCCCCCCOC(=O)OCCCCCCn1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,-9.0
*CCCCCCOC(=O)OCCCCCCCCCCOC(=O)OCCCCCCOc1ccc(cc1)C(=O)c1ccc(cc1)O*,-13.0
*CCCCCCOC(=O)OCCCCCCCCCCOC(=O)OCCCCCCOc1ccc(cc1)Oc1ccc(cc1)O*,-22.0
*CCCCCCOC(=O)OCCCCCCCCCCOC(=O)OCCCCCCn1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,-2.0
*CCCCCCOC(=O)OCCCCCCCCCOC(=O)OCCCCCCOc1ccc(cc1)C(=O)c1ccc(cc1)O*,-6.0
*CCCCCCOC(=O)OCCCCCCCCCOC(=O)OCCCCCCOc1ccc(cc1)Oc1ccc(cc1)O*,-20.0
*CCCCCCOC(=O)OCCCCCCCCOC(=O)OCCCCCCOc1ccc(cc1)C(=O)c1ccc(cc1)O*,-7.7
*CCCCCCOC(=O)OCCCCCCCCOC(=O)OCCCCCCOc1ccc(cc1)Oc1ccc(cc1)O*,-17.0
*CCCCCCOC(=O)OCCCCCCCCOC(=O)OCCCCCCn1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,8.0
*CCCCCCOC(=O)OCCCCCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)*,76.0
*CCCCCCOC(=O)OCCCCCCN1C(=O)c2c(C1=O)cc(cc2)c1ccc(cc1)c1ccc2c(c1)C(=O)N(C2=O)*,73.0
*CCCCCCOC(=O)OCCCCCCN1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)*,71.0
*CCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)*,40.0
*CCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCN1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,34.0
*CCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCN1C(=O)c2c(C1=O)cc(cc2)c1ccc(cc1)c1ccc2c(c1)C(=O)N(C2=O)*,61.0
*CCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOc1ccc(cc1)C(=O)c1ccc(cc1)O*,-0.3
*CCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOc1ccc(cc1)Oc1ccc(cc1)O*,-13.0
*CCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOc1ccc(cc1)c1ccc(cc1)O*,16.6
*CCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCn1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,17.0
*CCCCCCOC(=O)OCCCCCOC(=O)OCCCCCCOc1ccc(cc1)C(=O)c1ccc(cc1)O*,-0.2
*CCCCCCOC(=O)OCCCCCOC(=O)OCCCCCCOc1ccc(cc1)Oc1ccc(cc1)O*,-11.0
*CCCCCCOC(=O)OCCCCOC(=O)OCCCCCCOc1ccc(cc1)C(=O)c1ccc(cc1)O*,2.1
*CCCCCCOC(=O)OCCCCOC(=O)OCCCCCCOc1ccc(cc1)Oc1ccc(cc1)O*,-8.0
*CCCCCCOC(=O)OCCCOC(=O)OCCCCCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)*,61.0
*CCCCCCOC(=O)OCCCOC(=O)OCCCCCCOc1ccc(cc1)C(=O)c1ccc(cc1)O*,16.0
*CCCCCCOC(=O)OCCCOC(=O)OCCCCCCOc1ccc(cc1)Oc1ccc(cc1)O*,-6.0
*CCCCCCOC(=O)OCCOC(=O)OCCCCCCOc1ccc(cc1)C(=O)c1ccc(cc1)O*,15.0
*CCCCCCOC(=O)OCCOC(=O)OCCCCCCOc1ccc(cc1)Oc1ccc(cc1)O*,-4.0
*CCCCCCOC(=O)c1cc(N=Nc2ccc(cc2)OCC)ccc1c1ccc(cc1C(=O)O*)N=Nc1ccc(cc1)OCC,83.0
*CCCCCCOC(=O)c1cc(OCCCCCCOc2ccc(cc2)N=Nc2ccc(cc2)C#N)cc(c1)C(=O)OCCCCCCN1C(=O)c2c(C1=O)cc(cc2)c1ccc(cc1)c1ccc2c(c1)C(=O)N(C2=O)*,67.0
*CCCCCCOC(=O)c1cc(OCCCCCCOc2ccc(cc2)N=Nc2ccc(cc2)C#N)cc(c1)C(=O)OCCCCCCN1C(=O)c2c(C1=O)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)*,61.0
*CCCCCCOC(=O)c1cc(OCCCCCCOc2ccc(cc2)N=Nc2ccc(cc2)C#N)cc(c1)C(=O)OCCCCCCN1C(=O)c2c(C1=O)ccc(c2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)*,83.0
*CCCCCCOC(=O)c1cc(OCCCCCCOc2ccc(cc2)N=Nc2ccc(cc2)C#N)cc(c1)C(=O)OCCCCCCN1C(=O)c2c(C1=O)ccc(c2)c1ccc2c(c1)C(=O)N(C2=O)*,93.0
*CCCCCCOC(=O)c1cc(OCCCCCCOc2ccc(cc2)N=Nc2ccc(cc2)C#N)cc(c1)C(=O)OCCCCCCn1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,46.0
*CCCCCCOC(=O)c1ccc(cc1)C(=O)O*,13.0
*CCCCCCOC(=O)c1ccc(cc1)C=NC(COC(=O)CCCCC(=O)OCC(N=Cc1ccc(cc1)C(=O)O*)(C)C)(C)C,10.0
*CCCCCCOC(=O)c1ccc(cc1)C=NC1CCC(CC1)CC1CCC(CC1)N=Cc1ccc(cc1)C(=O)O*,90.0
*CCCCCCOC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O*,50.5
*CCCCCCOC(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C(=O)O*,60.0
*CCCCCCOC(=O)c1ccc2c(c1)ccc(c2)C(=O)O*,63.0
*CCCCCCOC(=O)c1cccc(c1)C(=O)O*,5.5
*CCCCCCOCc1c(C)c(C)c(c(c1C)O*)C,9.0
*CCCCCCOP(=O)(N=Nc1ccc(cc1)C(=O)c1ccc(cc1)N=NP(=O)(OC)O*)OC,31.0
*CCCCCCOP(=O)(N=Nc1ccc(cc1)CCOC(=O)NCCCCCCNC(=O)OCCc1ccc(cc1)N=NP(=O)(OC)O*)OC,18.0
*CCCCCCOP(=O)(N=Nc1ccc(cc1)CCOC(=O)Nc1ccc(c(c1)NC(=O)OCCc1ccc(cc1)N=NP(=O)(OC)O*)C)OC,56.0
*CCCCCCOP(=O)(N=Nc1ccc(cc1)CCOC(=O)c1cc(cc(c1)C(C)(C)C)C(=O)OCCc1ccc(cc1)N=NP(=O)(OC)O*)OC,47.0
*CCCCCCOP(=O)(N=Nc1ccc(cc1)COC(=O)NCCCCCCNC(=O)OCc1ccc(cc1)N=NP(=O)(OC)O*)OC,8.0
*CCCCCCOP(=O)(N=Nc1ccc(cc1)COC(=O)Nc1ccc(c(c1)NC(=O)OCc1ccc(cc1)N=NP(=O)(OC)O*)C)OC,58.0
*CCCCCCOP(=O)(N=Nc1ccc(cc1)COC(=O)c1cc(cc(c1)C(C)(C)C)C(=O)OCc1ccc(cc1)N=NP(=O)(OC)O*)OC,62.0
*CCCCCCOP(=O)(N=Nc1ccc(cc1)Oc1ccc(cc1)N=NP(=O)(OC)O*)OC,25.0
*CCCCCCOP(=O)(N=Nc1ccc(cc1)c1ccc(cc1)N=NP(=O)(OC)O*)OC,37.0
*CCCCCCOc1c(OC)cc(cc1OC)/C=C/c1ccc(cc1)/C=C/c1cc(OC)c(c(c1)OC)O*,90.0
*CCCCCCOc1c(OC)cc(cc1OC)C=C1CCCC(=Cc2cc(OC)c(c(c2)OC)O*)C1=O,71.0
*CCCCCCOc1ccc(c2c1cccc2)c1ccc(c2c1cccc2)O*,109.0
*CCCCCCOc1ccc(cc1)C(=O)N(C(=O)c1ccc(cc1)O*)c1cc(C)cc(c1)C,75.0
*CCCCCCOc1ccc(cc1)C(=O)N(C(=O)c1ccc(cc1)O*)c1ccc(cc1)Oc1ccccc1,78.0
*CCCCCCOc1ccc(cc1)C(=O)N(C(=O)c1ccc(cc1)O*)c1ccccc1,100.0
*CCCCCCOc1ccc(cc1)C(=O)N(c1cccc2c1cccc2)C(=O)c1ccc(cc1)O*,56.0
*CCCCCCOc1ccc(cc1)C(=O)OC(=O)c1ccc(cc1)O*,47.0
*CCCCCCOc1ccc(cc1)C(c1ccc(cc1)O*)(C)C,35.1
*CCCCCCOc1ccc(cc1)C=C1CCCC(=Cc2ccc(cc2)O*)C1=O,116.0
*CCCCCCOc1ccc(cc1)C=Cc1ccc(c2c1cccc2)O*,78.0
*CCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)O*,76.0
*CCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCCOP(=O)(Oc1ccc(cc1)c1ccccc1)O*,92.0
*CCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCCOP(=O)(Oc1cccc2c1cccc2)O*,102.0
*CCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCCOP(=O)(Oc1ccccc1)O*,93.0
*CCCCCCOc1ccc(cc1)CCc1ccc(cc1C)O*,17.9
*CCCCCCOc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)O*)c1ccccc1,128.0
*CCCCCCOc1ccc(cc1)NC(=O)c1cc(cc(c1)C(C)(C)C)C(=O)Nc1ccc(cc1)O*,166.0
*CCCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)O*,53.0
*CCCCCCOc1ccc(cc1)c1cc(c2ccc(cc2)c2ccccc2)c(c(c1)c1ccc(cc1)c1ccccc1)c1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)c1c(cc(cc1c1ccc(cc1)c1ccccc1)c1ccc(cc1)O*)c1ccc(cc1)c1ccccc1,121.5
*CCCCCCOc1ccc(cc1)c1cc(c2ccccc2)c(c(c1)c1ccccc1)c1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)c1c(cc(cc1c1ccccc1)c1ccc(cc1)O*)c1ccccc1,127.0
*CCCCCCOc1ccc(cc1OC)C=C1CCC(=Cc2ccc(c(c2)OC)OCCCCCCOP(=O)(OC)O*)C1=O,74.0
*CCCCCCOc1ccc(cc1OC)C=C1CCC(=Cc2ccc(c(c2)OC)OCCCCCCOP(=O)(OCC)O*)C1=O,75.0
*CCCCCCOc1ccc(cc1OC)C=C1CCCC(=Cc2ccc(c(c2)OC)O*)C1=O,80.0
*CCCCCCS(=O)(=O)c1ccc(cc1)N=Nc1ccc(cc1)N(CCCCCC(=O)O*)C,60.5
*CCCCCCSS*,-74.0
*CCCCCCc1ccc(cc1)c1c(cc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)c1cc(c2ccccc2)c(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)*)c1ccccc1,250.0
*CCCCCCc1ccc(cc1)c1c(cc(c(c1c1ccccc1)c1ccccc1)c1cccc(c1)c1cc(c2ccccc2)c(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)*)c1ccccc1,215.0
*CCCCCCc1oc2c(n1)cc(cc2)NC(=O)CCCCCCC(=O)Nc1ccc2c(c1)nc(o2)*,77.0
*CCCCCCc1oc2c(n1)cc(cc2)NC(=O)CCCCCCCCC(=O)Nc1ccc2c(c1)nc(o2)*,86.0
*CCCCCCn1c(=O)n(CCCCCC)c(=O)n(c1=O)*,27.5
*CCCCCCn1c2ccc(cc2c2c1cccc2)C=C(C(=O)OCCCCCCOC(=O)C(=Cc1ccc2c(c1)c1ccccc1n2*)C#N)C#N,117.7
*CCCCCCn1ccc(n1)c1ccc(cc1)c1ccn(n1)*,55.0
*CCCCCCn1ccc(n1)c1cccc(c1)c1ccn(n1)*,70.0
*CCCCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,147.0
*CCCCCN1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)*,170.0
*CCCCCNC(=O)C(C(C(=O)N*)OC)OC,113.0
*CCCCCNC(=O)CC(=O)N*,65.0
*CCCCCNC(=O)CCCCC(=O)N*,46.5
*CCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N*,52.0
*CCCCCNC(=O)Cc1ccc(cc1)C(=O)N*,103.0
*CCCCCNC(=O)c1ccc(cc1)C(=O)N*,177.0
*CCCCCNC(=S)N*,55.0
*CCCCCNc1nc(NCCCCCc2[nH]c3c(n2)cc(cc3)c2ccc3c(c2)nc([nH]3)*)nc(n1)N(CC)CC,190.0
*CCCCCOC(=O)CCCCC(=O)O*,-69.0
*CCCCCOC(=O)CCCCCCCCCCN1C(=O)c2c(C1=O)ccc(c2)c1ccc(cc1)c1ccc2c(c1)C(=O)N(C2=O)CCCCCCCCCCC(=O)OCCCCCN1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)*,41.0
*CCCCCOC(=O)CCCCCCCCCCN1C(=O)c2c(C1=O)ccc(c2)c1ccc2c(c1)C(=O)N(C2=O)CCCCCCCCCCC(=O)OCCCCCN1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)*,46.0
*CCCCCOC(=O)CCCCCN1C(=O)c2c(C1=O)ccc(c2)c1ccc2c(c1)C(=O)N(C2=O)CCCCCC(=O)OCCCCCN1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)*,74.0
*CCCCCOC(=O)NCC(C(C(C(CNC(=O)O*)(F)F)(F)F)(F)F)(F)F,33.0
*CCCCCOC(=O)NCCCCCCNC(=O)O*,33.0
*CCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O*,20.0
*CCCCCOC(=O)Nc1ccc(c(c1)NC(=O)O*)C,52.0
*CCCCCOC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)O*,95.0
