smiles,value
[*]C(=O)c1ccc2nc(-c3ccc(-c4cnc5cc([*])ccc5n4)cc3)cnc2c1,3.0794
[*]C(OC)=C(OC)c1ccc([*])cc1,3.0807
[*]c1ccc(-c2nc3cc(-c4ccc5oc([*])nc5c4)ccc3o2)cc1,3.0845
[*]C(C=C1)=CC=C1C(S2)=CC=C2OC(=S)[*],3.0860000000000003
[*]Oc1cc(Oc2ccc(C(C)(C)c3ccc([*])cc3)cc2)cc(C(=O)Oc2ccc(N=Nc3ccc(C#N)cc3)cc2)c1,3.0878
[*]NC(=S)Sc1cc(N)nc([*])n1,3.0878
[*]c1ccc(C)c(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,3.0894
[*]C#Cc1cc(OCC(CC)CCCC)c(C#Cc2cc(OCCNCCCC)c([*])cc2OCCNCCCC)cc1OCC(CC)CCCC,3.0922
[*]c1cc(OCCCC)c([*])s1,3.0949
[*]C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4ccc(-c5nc6cc([*])ccc6[nH]5)cc4)nc3c2)c1,3.0951
[*]Oc1ccc(OC(=O)C=Cc2ccc(C=CC([*])=O)cc2)cc1,3.0952
[*]NC(=S)C(S1)=CC=C1O[*],3.0956
[*]c1cc(C)c(-c2c(C)cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C)c(C)c1,3.0985
[*]CCOCCOC(=O)CC(=CC(=O)O[*])c1cc(C)ccc1OC,3.1
[*]Nc1ccc(NC(=O)c2ccc(NC(=O)c3cc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc(C([*])=O)c3)cc2)cc1,3.1016
[*]c1ccc(-c2nnc([*])o2)c(OCCCCC)c1,3.1025
[*]CC(S1)=CC=C1C(=O)C(=S)[*],3.1043
[*]OC(=O)c1ccc(C(=O)Oc2ccc3c(c2)Oc2cc([*])ccc2C32c3ccccc3-c3ccccc32)cc1,3.1064
[*]Oc1ccc(SSc2ccc([*])cc2)cc1,3.1064
[*]NC(=S)C(C=C1)=CC=C1O[*],3.1065
[*]Nc1ccc(NC(=O)c2cc(SCCCCCCCC)c(C([*])=O)cc2SCCCCCCCC)cc1,3.1071
[*]c1ccc(-c2cnc3cc(-c4ccc5nc([*])cnc5c4)ccc3n2)cc1,3.1087
[*]c1ccc(Oc2ccc(-c3cnc4ccc(-c5ccc6nc([*])cnc6c5)cc4n3)cc2)cc1,3.1097
[*]C(=O)Nc1cccc(C(=O)Nc2cccc(NC(=O)c3ccc4[nH]c(-c5ccc(-c6nc7cc([*])ccc7[nH]6)cc5)nc4c3)c2)c1,3.111
[*]c1nc2cc3sc(-c4cc(OCCCC)c([*])cc4OCCCC)nc3cc2s1,3.1128
[*]c1ccc(C(=O)CNCCNCC(=O)c2ccc(S([*])(=O)=O)cc2)cc1,3.1138
[*]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)CC(=O)N([*])C4=S)cc3)c2)cc1,3.1165
[*]CCOc1ccc(C(=O)OC(=O)c2ccc(C(=O)OC(=O)c3ccc(O[*])c(OC)c3)cc2)cc1OC,3.117
[*]CCOCCOCCOC(=O)c1ccc(N=Nc2ccc(C(=O)O[*])cc2)cc1,3.1178
[*]C#Cc1cc(OCCCCCC)c(C#Cc2ccc3c(-c4c(O)ccc5cc([*])ccc45)c(O)ccc3c2)cc1OCCCCCC,3.1184
[*]c1cc2sc([*])c(C)c2s1,3.1198
[*]Nc1ccc([*])cc1S(=O)(=O)O,3.1216
[*]Nc1cc(C)c([*])cc1OC,3.1262
[*]c1ccc2cc(-c3nc4cc5sc([*])nc5cc4s3)ccc2c1,3.1272
[*]CC([*])(C)C(=O)Oc1ccccc1[N+](=O)[O-],3.1276
[*]Nc1cccc2c(NC(=O)c3cccc(C([*])=O)c3)cccc12,3.1281
[*]c1ccc(-c2cnc3cc(S(=O)(=O)c4ccc5nc([*])cnc5c4)ccc3n2)cc1,3.1285
[*]c1ccc(-c2ccc(-c3cc(-c4ccccc4)c4cc(-c5ccc6nc([*])cc(-c7ccccc7)c6c5)ccc4n3)cc2)cc1,3.131
[*]c1ccc(-c2cnc3ccc(Oc4ccc5ncc([*])nc5c4)cc3n2)cc1,3.1316
[*]c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)c(C(C)(C)C)c2)cc1C(C)(C)C,3.1365
[*]Nc1ccc([*])cc1CCC,3.137
[*]CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O[*])c1)c1ccc(C=C2NC(=O)NC2=O)cc1,3.1402
[*]Oc1ccc(C(=O)CNc2cccc(NCC(=O)c3ccc([*])cc3)c2)cc1,3.1409
[*]c1ccc(C(c2ccc(-c3nc4ccc(-c5ccc6nc([*])oc6c5)cc4o3)cc2)(C(F)(F)F)C(F)(F)F)cc1,3.141
[*]Nc1ccc(-c2ccc(NC(=O)c3cc(C(=O)O)c(C([*])=O)cc3C(=O)O)cc2)cc1,3.1431
[*]Nc1ccc([*])cc1CC,3.1433
[*]c1ccc(Oc2ccc(Oc3ccc(N4C(=O)CC(=O)N([*])C4=S)cc3)cc2)cc1,3.1443
[*]c1ccc(Oc2ccc(-c3nc4cc(-c5ccc6nc(-c7ccccc7)c([*])nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,3.1454
[*]C(=O)Nc1cccc(C(=O)Nc2cccc(NC(=O)c3ccc4[nH]c(-c5cccc(-c6nc7cc([*])ccc7[nH]6)c5)nc4c3)c2)c1,3.1483
[*]Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCCC)c(C([*])=O)cc2OCCCCCCCCCCCC)cc1,3.1513
[*]c1cc2cc([*])sc2s1,3.153
[*]c1ccc(-c2ccc(-c3cc(SCCCCCCCCCC)c([*])s3)cc2)cc1,3.1535
[*]Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc([*])cc3)c2)cc1,3.1562
[*]c1ccc(-c2nc3cc(Oc4ccc5nc([*])c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,3.1583
[*]CCCC(=O)Nc1ccc(NC(=O)CCCOC(=O)c2ccc(-c3ccc(C(=O)O[*])cc3)cc2)cc1,3.1592
[*]Nc1ccc(Cc2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,3.1602
[*]CNC(S1)=CC=C1C(=O)[*],3.1605
[*]Nc1ccc(-c2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,3.1615
[*]CCOCCOCCOc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(O[*])cc3)cc2)cc1,3.1624
[*]C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc([*])cc5C4=O)c2)C3=O)n1,3.1626
[*]c1cc([*])c(O)c(C=Nc2ccc(S(=O)(=O)O)cc2)c1,3.1631
[*]c1ccc(C(=O)c2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)cc1,3.1643
[*]CC(C=C1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],3.1679
[*]c1ccc(-c2ccc(-c3ccc(-c4nc5cc6sc([*])nc6cc5s4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,3.1695
[*]c1ccc(-c2nc3ccc(Oc4ccc5nc([*])c(-c6ccccc6)nc5c4)cc3nc2-c2ccccc2)cc1,3.1698
[*]c1ccc2cc(-c3nc4cc5nc([*])[nH]c5cc4[nH]3)ccc2c1,3.1698
[*]CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O[*])c1)c1ccc(-c2c(NCCCO)c(=O)c2=O)cc1,3.1713
[*]Nc1ccc(NC(=O)c2ccc(NC(=O)c3ccc([Si](C)(C)c4ccc(C(=O)Nc5ccc(C([*])=O)cc5)cc4)cc3)cc2)cc1,3.1713
[*]Nc1ccc(-c2ccc(NC(=O)c3cc(C([*])=O)cc(S(=O)(=O)c4ccccc4)c3)cc2)cc1,3.1725
[*]c1ccc(Oc2ccc(-c3cnc4cc(-c5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,3.1727
[*]Nc1ccc(NC(=O)C=Cc2ccc(C=CC([*])=O)cc2)cc1,3.1732
[*]c1cccc(N2C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,3.1738
[*]c1ccc(-c2ccc(-c3ccc(-c4cc(-c5ccccc5)c5cc(-c6ccc7nc([*])cc(-c8ccccc8)c7c6)ccc5n4)cc3)cc2)cc1,3.176
[*]c1ccc(-c2ccc(-c3ccc(-c4cc(-c5ccccc5)c5cc(Oc6ccc7nc([*])cc(-c8ccccc8)c7c6)ccc5n4)cc3)cc2)cc1,3.1781
[*]C=Cc1cc(CCCCCCCCCC)c(C=Cc2ccc([*])cc2)cc1CCCCCCCCCC,3.1782
[*]N=Nc1ccc(C(=O)NCCCCNC(=O)c2ccc([*])cc2)cc1,3.1785
[*]CCCCCCCCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O[*])cc3)cc2)cc1,3.1798
[*]CC([*])C(=O)OCCCOc1ccc(-c2ccc(C#N)cc2)cc1,3.1806
[*]c1ccc(CCCCCCc2ccc(-c3csc(-c4nc([*])cs4)n3)cc2)cc1,3.1824
[*]C(=O)OCCCCCCCCCCCCOC(=O)c1ccc(N2C(=O)c3ccc([*])cc3C2=O)cc1,3.1825
[*]CCC(S1)=CC=C1C(S2)=CC=C2[*],3.1843
[*]C=NCCN=Cc1ccc(Sc2ccc([*])o2)o1,3.1877
[*]c1[nH]c([*])c(CC(=O)OC)c1CC(=O)OC,3.1891
[*]C=Cc1ccc([*])c(-c2ccc(OCC(CC)CCCC)c3ccccc23)c1,3.1924
[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C([*])=O)cc3)c(C(C)C)c2)cc1C(C)C,3.1936
[*]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C(=O)c5ccc(Oc6ccc(-c7nc8ccccc8n7-c7ccc(-n8c([*])nc9ccccc98)cc7)cc6)cc5)cc4)cc3)cc2)cc1,3.1981
[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)CCc3ccccc32)cc1,3.1984
[*]C(=O)c1ccc2nc(-c3ccccc3)c(-c3ccc(-c4nc5ccc([*])cc5nc4-c4ccccc4)cc3)nc2c1,3.1987
[*]c1ccc(Oc2ccc(-c3nc4ccc(Oc5ccc6nc([*])c(-c7ccccc7)c(-c7ccccc7)c6c5)cc4c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,3.2
[*]Oc1ccc(C(=O)Nc2ccc(Cc3ccc(NC(=O)c4ccc(Oc5nc([*])nc(Sc6ccccc6)n5)cc4)cc3)cc2)cc1,3.2006
[*]c1cccc(C(c2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)(C(F)(F)F)C(F)(F)F)c1,3.2011
[*]c1ccc(-c2ccc(-c3nc4cc(Oc5ccc6nc(-c7ccccc7)c([*])nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,3.2011
[*]c1cc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c(O)cc1O,3.2012
[*]c1ccc([*])c2nc(-c3ccccc3)c(-c3ccccc3)nc12,3.2043
[*]c1ccc(-c2csc(-c3nc([*])cs3)n2)cc1,3.2084
[*]CCC(=O)C(=S)[*],3.2093
[*]CCN(CCOC(=O)c1cccc(C(=O)O[*])c1)c1ccccc1,3.2108
[*]Nc1cc(NC(=O)c2ccc(C([*])=O)cc2)cc(C(=O)OCCOc2ccc(C=CC(=O)c3ccccc3)cc2)c1,3.212
[*]Oc1ccc(NC(=O)c2ccc(-c3ccc(C(=O)Nc4ccc(Oc5ccc(C6(c7ccc([*])cc7)CC7CCC6C7)cc5)cc4)cc3)cc2)cc1,3.2128
[*]c4ccc(C3Nc2cc1NC([*])Oc1cc2O3)cc4,3.2133
[*]c1c(C)cc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1C,3.2146
[*]c1ccc(C(c2ccccc2)(c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)C(F)(F)F)cc1,3.2149
[*]c1cncc(-c2nc3ccc(-c4ccc5nc([*])sc5c4)cc3s2)c1,3.2155
[*]C(=O)OCCOC(=O)c1ccc([*])o1,3.2205
[*]c1ccc([*])c2nccnc12,3.225
[*]Cc1c(C)c(C)c(CSC(=O)C(=O)S[*])c(C)c1C,3.2265
[*]CCCCCCOC(=O)c1ccc(C=Cc2ccc(C(=O)O[*])cc2)cc1,3.2271
[*]c1cccc(-c2ccc(-c3ccc([*])s3)s2)n1,3.2272
[*]Nc1ccc(-c2ccc(NC(=O)c3cc(NC(=O)c4ccncc4)cc(C([*])=O)c3)cc2)cc1,3.2276
[*]c1ccc(-c2nc3cc(-c4ccc5nc(-c6ccccc6)c([*])nc5c4)ccc3nc2-c2ccccc2)cc1,3.2285
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,3.23
[*]c1ccc(-c2cc(-c3ccccc3)c3cc(-c4ccc5nc([*])cc(-c6ccccc6)c5c4)ccc3n2)cc1,3.236
[*]Oc1ccc(NC(=O)c2cc(NC(=O)c3ccncc3)cc(C(=O)Nc3ccc([*])cc3)c2)cc1,3.2421
[*]Nc1ccc(Cc2ccc(NC(=O)c3cc(C([*])=O)cc(N4C(=O)C5C6CCC(C6)C5C4=O)c3)cc2)cc1,3.2426
[*]C=Nc1cccc(N=Cc2cccc([*])n2)c1,3.2461
[*]CCOCCOCCOc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(O[*])cc3)c2)cc1,3.2482
[*]c1cc(N2C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc(C(F)(F)F)c1,3.2484
[*]Nc1ccc(C(C)(C)c2ccc(NC(=O)c3cc(C([*])=O)cc(S(=O)(=O)c4ccccc4)c3)cc2)cc1,3.2508
[*]Oc1ccc(Oc2ccc(C(=O)c3ccccc3-c3ccccc3C(=O)c3ccc([*])cc3)cc2)cc1,3.2515
[*]C=Cc1cccc(C=Cc2cc([*])nc(-c3ccccc3)n2)c1,3.2515
[*]c1cccc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)cc3C2=O)c1,3.252
[*]C(=O)C(C=C1)=CC=C1C(=S)O[*],3.2523
[*]CCCCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O[*])cc3)cc2)cc1,3.2533
[*]C(=O)Nc1cc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc([*])ccc6[nH]5)c4)nc3c2)cc(-c2nc3ccccc3[nH]2)c1,3.2549
[*]CC([*])C(=O)c1ccc(Br)cc1,3.2553
[*]C(=O)c1ccc(N=Nc2ccc(C(=O)N3C(=O)N([*])C(CC)(CC)C3=O)cc2)cc1,3.2554
[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)C=CC([*])=O)cc2)cc1,3.2554
[*]CCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O[*])cc3)c(C(=O)OCC=C)c2)cc1,3.2573
[*]CCCCCCCCCCOC(=O)c1ccc(C=Cc2ccc(C(=O)O[*])cc2)cc1,3.2582
[*]c1ccc(Oc2ccc(-c3cc(OCCCCCC)c(-c4ccc(Oc5ccc(-c6nnc([*])o6)cc5)cc4)cc3OCCCCCC)cc2)cc1,3.2584
[*]C=Cc1ccc([*])c2c1C(=O)OC2=O,3.2587
[*]C(Br)=C(c1ccccc1)c1ccc([*])cc1,3.2592
[*]c1cccc(-c2nc3ccc(-c4ccc5nc([*])oc5c4)cc3o2)c1,3.2597
[*]Oc1ccc(C(CC)(CC)c2ccc(OC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,3.2648
[*]Oc1c(C)c(C)c(Oc2ccc(NC(=O)c3ccc(C(=O)Nc4ccc([*])cc4)cc3)cc2)c(C)c1C,3.2654
[*]Nc1ccc([*])cc1C(C)C,3.2671
[*]c1ccc(Oc2ccc(-c3nc4cc5sc([*])nc5cc4s3)cc2)cc1,3.2699
[*]c1cc(C(=O)NCCCC)cc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,3.2713
[*]CC(S1)=CC=C1C(=S)O[*],3.272
[*]NC(=O)NC(S1)=CC=C1[*],3.2728
[*]C=Nc1ccc(S(=O)(=O)c2ccc(N=Cc3ccc(Sc4ccc([*])o4)o3)cc2)cc1,3.2744
[*]c1ccc(C(c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,3.2749
[*]Cc1ccc(-c2ccc(CSC(=O)C(=O)S[*])cc2)cc1,3.2752
[*]C=C([*])C(=O)CC,3.276
[*]NC(C=C1)=CC=C1C(=O)C(C=C2)=CC=C2[*],3.2765
[*]CC(C=C1)=CC=C1CC(=S)[*],3.2889
[*]Oc1ccc(Oc2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,3.2894
[*]c1ccc(-c2cnc3cc(Oc4ccc5nc([*])cnc5c4)ccc3n2)cc1,3.2905
[*]c1ccc(-c2cnc3ccc(S(=O)(=O)c4ccc5ncc([*])nc5c4)cc3n2)cc1,3.2921
[*]C=Cc1cc(Cl)c([*])cc1Cl,3.2933
[*]c1ccc2c(c1)c1cc([*])ccc1n2CC1CO1,3.295
[*]c1ccc(Sc2ccc(-c3nc4ccc(-c5ccc6nc([*])c(-c7ccccc7)nc6c5)cc4nc3-c3ccccc3)cc2)cc1,3.2954
[*]c1ccc(-c2csc(-c3cccc(-c4nc([*])cs4)n3)n2)cc1,3.2967
[*]c1cc([*])c(O)c(C=O)c1,3.2968
[*]C(=O)c1ccc2nc(-c3ccccc3)c(-c3ccc(-c4nc5cc([*])ccc5nc4-c4ccccc4)cc3)nc2c1,3.2971
[*]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4C3=O)cc2)cc1,3.2983
[*]c1ccc(-n2ccc(-c3ccc(-c4ccn([*])n4)cc3)n2)cc1,3.3009
[*]Nc1ccc(NC(=O)c2ccc(C([*])=O)cc2)cc1,3.3019
[*]c1sc([*])c(OCCCCCC)c1C,3.303
[*]c1sc([*])c(OCCCC)c1OC,3.3038
[*]c1cccc(-c2nc3ccc(-c4ccc5nc([*])sc5c4)cc3s2)c1,3.3054
[*]Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)CC6CCC5C6)cc4)cc3)cc2)cc1,3.3054
[*]CC(S1)=CC=C1CC(=S)[*],3.3080000000000003
[*]c1sc([*])c(C)c1C,3.3114
[*]C(=O)Nc1cccc(NC(=O)c2ccc(-c3nc4cc([*])ccc4[nH]3)cc2)c1,3.3128
[*]CCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O[*])cc3)c(OCCCCC)c2)cc1,3.3136
[*]C=CC(=C(C)C)C([*])=C(C)C,3.3162
[*]c1ccc(-c2cnc3ccc(-c4ccc5ncc([*])nc5c4)cc3n2)cc1,3.3175
[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(=S)O[*],3.3176
[*]NC(S1)=CC=C1C(S2)=CC=C2C[*],3.3199
[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)nc1,3.3218
[*]C=Cc1cc(CCCCCC)c([*])s1,3.3225
[*]NNC(=S)c1ccc(C([*])=S)cc1,3.3241
[*]c1ccc2c(c1)Cc1cc([*])ccc1-2,3.3245
[*]Cc1nc2cc3sc([*])nc3cc2s1,3.3248
[*]c1ccc(Oc2ccc(-c3cnc4ccc(-c5ccc6ncc([*])nc6c5)cc4n3)cc2)cc1,3.3274
[*]NC(S1)=CC=C1C(C=C2)=CC=C2C(=S)[*],3.3276
[*]Oc1ccc(Nc2ccc(C(=O)c3ccc(C(=O)c4ccc(Nc5ccc([*])cc5)cc4)cc3)cc2)cc1,3.3281
[*]c1ccc2c(c1)C(=O)N(c1ccc(C(C)(C)C([*])(C(F)(F)F)C(F)(F)F)cc1)C2=O,3.3299
[*]Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c([*])c(C)c6C)c(C)c5C)cc4)ccc3c2)cc1,3.3303
[*]Nc1cc(OCC)c([*])cc1OCC,3.3328
[*]c1ccc(C(=O)c2ccc(C(=O)c3ccc(Oc4ccc(-c5nn([*])c(=O)c6ccccc56)c(F)c4)cc3)cc2)cc1,3.3331
[*]C(=O)Nc1cccc(NC(=O)c2cccc(NC(=O)c3ccc(-c4nc5cc([*])ccc5[nH]4)cc3)c2)c1,3.3335
[*]N=C(O)N=C([*])N=C(N)N,3.3353
[*]Oc1ccc(C=C2CCC(=Cc3ccc([*])c([N+](=O)[O-])c3)C2=O)cc1[N+](=O)[O-],3.3368
[*]Nc1ccc([*])nc1,3.3373
[*]C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc([*])ccc6[nH]5)c4)nc3c2)c1,3.34
[*]c1ccc([*])c2nc(CC)c(CC)nc12,3.3408
O([*])c1cc(cc(CCCCCCCCC)c1)OC(=O)c1c(F)c(ccc1)C(=O)([*]),3.343
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C)c(C)c1,3.3433
[*]NC(CCCNC(=O)c1ccc(Cl)cc1)C([*])=O,3.3466
[*]Oc1ccc(S(=O)(=O)c2cccc3c(S(=O)(=O)c4ccc(Oc5ccc(-c6ccc([*])cc6)cc5)cc4)cccc23)cc1,3.3473
[*]CC(=O)C(S1)=CC=C1C(C=C2)=CC=C2[*],3.3483
[*]CC([*])c1ccc(C(=O)CCN2CCOCC2)cc1,3.3487
[*]C(=O)Nc1nc([*])c(C#N)n1C,3.3492
[*]C=Cc1ccc([*])cc1,3.3499
[*]CC([*])OC(=O)c1cccc(Cl)c1,3.3503
[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)c1)C2=O,3.3505
[*]C(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],3.3512
[*]c1cccc(C(c2ccccc2)(c2cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)c2)C(F)(F)F)c1,3.352
[*]C(=O)Nc1ccc(N2C(=O)c3ccc([*])cc3C2=O)cc1,3.3531
[*]CCCCCCOc1ccc(C=Cc2ccc(O[*])cc2)cc1,3.3553
[*]CC(S1)=CC=C1C(=O)C(S2)=CC=C2[*],3.3554
[*]c1cccc(-c2nnc(-c3cc(Cl)c(-c4nnc([*])o4)cc3Cl)o2)c1,3.3561
[*]CC(=S)NO[*],3.3571
[*]c1ccc(-c2ccc(-c3ccc4nc(Oc5cc(-c6ccccc6)c6cc([*])ccc6n5)cc(-c5ccccc5)c4c3)cc2)cc1,3.358
[*]Nc1cc(NC(=O)c2ccccc2C([*])=O)cc(-c2nnc(-c3ccccn3)o2)c1,3.359
[*]c1ccc2c(c1)c1cc([*])ccc1n2C,3.3599
[*]Nc1cccc(NC(=O)c2cc(NC(=O)c3ccncc3)cc(C([*])=O)c2)c1,3.3608
[*]C(=O)NNC(=O)c1cccc(C(=O)NNC(=O)c2cnc([*])cn2)c1,3.3622
[*]c1cccc(C(F)(F)C(F)(F)C(F)(F)c2cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)c2)c1,3.3624
[*]CC(S1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],3.3637
[*]Nc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C([*])=O)c2)cc1,3.3641
[*]c1ccc(-c2ccc3[nH]c(-c4nc5cc([*])ccc5[nH]4)nc3c2)cc1,3.3642
[*]Oc1ccc(NC(=O)c2cc(C(=O)Nc3ccc([*])cc3)cc(S(=O)(=O)c3ccccc3)c2)cc1,3.3654
[*]c1ccc(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4ccc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)c6ccccc56)cc4)cc3)cc2)cc1,3.366
[*]Nc1ccc(Cc2ccc(NC(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C([*])=O)cc4)cc3)cc2)cc1,3.3674
[*]c1ccc(-c2cnc3ccc(-c4ccc5nc([*])cnc5c4)cc3n2)cc1,3.3677
[*]c1cccc(-c2nc3cc(-c4ccc5nc([*])c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)c1,3.3721
[*]Nc1ccc(C(C)(C)c2ccc(NC(=O)c3cc(C([*])=O)cc(N4C(=O)C5CC=CCC5C4=O)c3)cc2)cc1,3.3743
[*]c1ccc(-c2csc(-c3cc([*])cs3)c2)cc1,3.3768
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,3.3769
[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc([*])cc4C3=O)c1C)C2=O,3.3805
[*]C(=O)NNC(=O)c1ccc(C(=O)NNC(=O)c2ccc([*])nc2)s1,3.3807
[*]Nc1ccc(NC(=S)NC(=O)c2cccc(C(=O)NC([*])=S)c2)cc1,3.381
[*]CCCC(=S)[*],3.3815
[*]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,3.382
[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3O[*],3.3855
[*]CC(C=C1)=CC=C1C(=S)O[*],3.3862
[*]CNCC(=S)[*],3.3896
[*]Nc1ccc([*])cc1Br,3.3926
[*]Oc1cc(CCC)cc(OC(=O)c2cccc(C([*])=O)c2)c1,3.3935
[*]c1cc(C=Nc2ccc(C)cc2)c([*])c(OC)c1,3.394
[*]Oc1ccc(N=Nc2ccc([*])cc2)cc1,3.3958
[*]c1ccc(N([*])c2ccc(S(=O)(=O)O)cc2)cc1,3.3958
[*]NNC(=O)C=CC(=O)Nc1ccc(NC(=O)C=CC([*])=O)cc1,3.3960000000000004
[*]c1ccc(C(c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,3.3962
[*]c1ccc(NC(=O)c2cc(NC(=O)c3ccc(OC(C)=O)cc3)cc(C(=O)Nc3ccc(-c4nnc([*])o4)cc3)c2)cc1,3.3971
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1CCC(C)CC,3.3998
[*]Oc1ccc(Oc2ccc(NC(=C(C#N)C#N)c3ccc(-c4ccc(-c5ccc(C(Nc6ccc([*])cc6)=C(C#N)C#N)cc5)cc4)cc3)cc2)cc1,3.4011
[*]Nc1ccc(-c2ccc([*])cc2)c(OC)c1,3.4023
